#  step      rmse_trn    rmse_e_trn    rmse_f_trn    rmse_v_trn         lr
 610000      9.73e-02      1.37e-03      3.24e-03      1.09e-02    1.2e-04
 612000      2.19e-01      1.44e-02      1.76e-02      1.03e-02    1.2e-04
 614000      1.41e-01      2.99e-03      9.18e-03      1.16e-02    1.2e-04
 616000      1.15e-01      5.15e-03      8.69e-03      6.83e-03    1.2e-04
 618000      1.93e-01      4.47e-03      1.54e-02      6.84e-03    1.2e-04
 620000      1.68e-01      1.13e-03      1.10e-02      1.44e-02    1.2e-04
 622000      8.75e-01      1.98e-03      7.50e-02      3.60e-02    1.2e-04
 624000      1.53e-01      1.15e-03      1.24e-02      5.71e-03    1.2e-04
 626000      1.26e-01      1.20e-02      8.59e-03      6.72e-03    1.2e-04
 628000      1.42e-01      3.30e-03      5.23e-03      1.05e-02    1.2e-04
 630000      1.98e-01      6.99e-03      1.72e-02      6.83e-03    1.2e-04
 632000      1.61e-01      1.91e-03      1.41e-02      4.22e-03    1.2e-04
 634000      1.55e-01      7.67e-03      1.25e-02      9.78e-03    1.1e-04
 636000      9.14e-02      1.98e-04      8.49e-03      1.23e-03    1.1e-04
 638000      7.66e-02      1.84e-03      6.40e-03      4.16e-03    1.1e-04
 640000      1.22e-01      2.53e-03      1.09e-02      5.22e-03    1.1e-04
 642000      1.23e-01      3.61e-03      1.05e-02      6.25e-03    1.1e-04
 644000      1.96e-01      1.45e-03      1.69e-02      6.66e-03    1.1e-04
 646000      2.17e-01      4.30e-03      1.89e-02      1.03e-02    1.1e-04
 648000      1.36e-01      3.35e-03      1.05e-02      9.67e-03    1.1e-04
 650000      2.44e-01      2.46e-03      2.21e-02      1.15e-02    1.1e-04
 652000      1.50e-01      4.31e-03      1.21e-02      9.90e-03    1.1e-04
 654000      7.75e-01      9.57e-03      7.29e-02      1.94e-02    1.1e-04
 656000      9.60e-02      1.40e-03      9.19e-03      1.37e-03    1.1e-04
 658000      1.38e-01      6.04e-04      5.15e-03      1.07e-02    1.1e-04
 660000      1.37e-01      3.23e-04      9.20e-03      1.25e-02    1.0e-04
 662000      4.58e-02      7.97e-04      3.79e-03      1.98e-03    1.0e-04
 664000      4.92e-02      1.83e-03      4.62e-03      1.31e-03    1.0e-04
 666000      5.08e-02      1.52e-03      4.43e-03      2.82e-03    1.0e-04
 668000      8.10e-01      1.89e-02      7.50e-02      3.28e-02    1.0e-04
 670000      1.35e-01      1.59e-03      7.81e-03      1.40e-02    1.0e-04
 672000      1.30e-01      1.80e-03      1.24e-02      4.18e-03    1.0e-04
 674000      1.42e-01      2.75e-03      1.20e-02      9.67e-03    1.0e-04
 676000      4.14e-02      1.43e-03      4.06e-03      3.51e-04    9.9e-05
 678000      1.35e-01      3.67e-03      1.20e-02      8.97e-03    9.8e-05
 680000      2.20e-01      6.40e-03      2.00e-02      1.15e-02    9.8e-05
 682000      1.06e-01      1.56e-03      5.46e-03      7.82e-03    9.7e-05
 684000      1.22e-01      2.71e-03      5.61e-03      9.19e-03    9.6e-05
 686000      1.16e-01      8.68e-03      8.29e-03      8.86e-03    9.6e-05
 688000      1.40e-01      2.89e-03      1.27e-02      8.26e-03    9.5e-05
 690000      7.12e-01      3.31e-03      7.08e-02      2.12e-02    9.4e-05
 692000      1.63e-01      5.98e-04      1.32e-02      1.50e-02    9.4e-05
 694000      1.05e-01      3.61e-03      1.03e-02      3.48e-03    9.3e-05
 696000      1.24e-01      3.48e-04      1.15e-02      7.07e-03    9.3e-05
 698000      1.37e-01      1.30e-03      1.07e-02      7.78e-03    9.2e-05
 700000      1.07e-01      5.19e-04      5.73e-03      1.20e-02    9.1e-05
 702000      1.13e-01      3.95e-03      8.82e-03      5.93e-03    9.1e-05
 704000      6.33e-02      2.66e-03      4.44e-03      3.66e-03    9.0e-05
