#  step      rmse_trn    rmse_e_trn    rmse_f_trn    rmse_v_trn         lr
 414000      1.26e+00      3.02e-02      7.83e-02      2.69e-02    2.4e-04
 416000      2.81e+00      3.56e-02      1.79e-01      6.10e-02    2.4e-04
 418000      2.07e+00      2.70e-02      1.16e-01      1.45e-01    2.4e-04
 420000      1.36e+00      1.20e-01      6.09e-02      1.24e-01    2.4e-04
 422000      2.29e+00      6.15e-02      1.46e-01      3.62e-02    2.4e-04
 424000      2.23e+00      3.51e-02      1.44e-01      2.24e-02    2.3e-04
 426000      2.67e+00      9.19e-03      1.70e-01      8.91e-02    2.3e-04
 428000      1.11e+00      8.52e-03      6.19e-02      4.18e-02    2.3e-04
 430000      1.28e+00      5.09e-02      6.85e-02      1.03e-01    2.3e-04
 432000      2.22e+00      1.47e-01      1.34e-01      1.05e-01    2.3e-04
 434000      1.94e+00      8.94e-03      1.26e-01      3.97e-02    2.3e-04
 436000      2.20e+00      3.04e-02      1.45e-01      2.11e-02    2.3e-04
 438000      9.70e-01      8.93e-02      4.27e-02      2.64e-02    2.2e-04
 440000      2.00e+00      5.49e-02      1.27e-01      8.51e-02    2.2e-04
 442000      1.87e+00      3.62e-02      1.07e-01      1.46e-01    2.2e-04
 444000      2.06e+00      2.17e-02      1.38e-01      3.58e-02    2.2e-04
 446000      1.55e+00      3.61e-02      7.28e-02      1.62e-01    2.2e-04
 448000      1.51e+00      1.53e-02      8.92e-02      5.32e-02    2.2e-04
 450000      2.32e+00      1.65e-02      1.38e-01      1.63e-01    2.1e-04
 452000      1.55e+00      1.18e-02      1.05e-01      2.14e-02    2.1e-04
 454000      7.96e-01      1.97e-02      4.76e-02      3.91e-02    2.1e-04
 456000      1.69e+00      6.91e-02      8.18e-02      1.73e-01    2.1e-04
 458000      2.15e+00      4.42e-02      1.11e-01      1.47e-01    2.1e-04
 460000      2.58e+00      2.12e-02      1.78e-01      1.45e-02    2.1e-04
 462000      2.56e+00      1.14e-02      1.78e-01      1.41e-02    2.1e-04
 464000      2.18e+00      1.43e-02      1.51e-01      2.42e-02    2.0e-04
 466000      9.60e-01      5.38e-02      6.38e-02      1.27e-02    2.0e-04
 468000      2.61e+00      1.08e-01      1.09e-01      2.14e-01    2.0e-04
 470000      1.16e+00      4.72e-02      7.45e-02      4.25e-02    2.0e-04
 472000      3.66e+00      1.08e-02      2.42e-01      1.96e-01    2.0e-04
 474000      2.55e-01      1.28e-02      1.39e-02      1.59e-02    2.0e-04
 476000      1.18e+00      5.23e-03      8.37e-02      1.02e-02    2.0e-04
 478000      1.77e+00      4.51e-02      6.90e-02      2.23e-01    2.0e-04
 480000      1.30e+00      2.34e-02      5.19e-02      1.62e-01    1.9e-04
 482000      2.81e+00      6.61e-02      1.77e-01      9.51e-02    1.9e-04
 484000      5.20e-01      3.93e-03      2.09e-02      4.55e-02    1.9e-04
 486000      1.68e+00      8.65e-03      1.18e-01      4.16e-02    1.9e-04
 488000      7.90e-01      2.41e-02      5.08e-02      2.48e-02    1.9e-04
 490000      1.86e+00      6.00e-02      1.32e-01      3.49e-02    1.9e-04
 492000      1.62e+00      2.48e-02      1.07e-01      1.05e-01    1.9e-04
 494000      1.45e+00      3.13e-03      1.04e-01      3.07e-02    1.8e-04
 496000      5.76e-01      1.54e-02      3.90e-02      2.31e-02    1.8e-04
 498000      2.86e+00      1.35e-02      2.09e-01      4.66e-02    1.8e-04
 500000      1.34e+00      1.38e-03      6.82e-02      1.51e-01    1.8e-04
 502000      1.50e+00      7.33e-03      9.45e-02      6.15e-02    1.8e-04
